"image","xmin","ymin","xmax","ymax","label"
"a1.JPG",2.6016447368421054,2.3160173160173163,107.62269736842106,105.95779220779222,"white"
"04.JPG",2.443181818181818,1.7045454545454546,104.48863636363636,104.09090909090908,"white"
"07.JPG",3.2386363636363633,0.3409090909090909,107.32954545454545,102.27272727272727,"white"
"a3.JPG",0.8982449088960343,2.0454545454545454,104.51239281886387,103.29545454545455,"white"
"a2.JPG",2.0800822717622083,1.4772727272727273,105.4452627388535,102.38636363636364,"white"
"a4.JPG",2.758239549839228,1.852813852813853,107.51708199356914,105.72619047619048,"white"
"a5.JPG",3.353480340063762,0.9177489177489178,107.45124867162593,103.24675324675326,"white"
"a8.JPG",1.2570734797297296,1.103896103896104,96.8291455518018,97.91558441558442,"black"
"a6.JPG",0.7565534607438017,0.5627705627705628,105.36502453512396,102.1991341991342,"white"
"a9.JPG",1.4190664106939703,2.87012987012987,96.10166026734926,99.35064935064935,"black"
"aa2.JPG",0.22011834319526627,0.9848484848484849,64,67.72727272727273,"black"
"aa1.JPG",0.44554004854368934,2.4025974025974026,64.6834041262136,70.55627705627705,"black"
"aa3.JPG",4.059995883644347,2.883116883116883,68.98096185510428,69.81818181818181,"black"
"aa4.JPG",3.757618510158013,2.3376623376623376,68.63007900677201,69.35064935064935,"black"
"aa5.JPG",4.575329115541922,1.4188311688311688,70.33504281697341,68.77597402597404,"black"
"aa9.JPG",1.652056277056277,2.6125541125541125,68.57954545454545,70.07792207792207,"black"
"aa6.JPG",2.029078549848943,0.07251082251082251,66.56080060422961,65.11471861471861,"black"
"aa8.JPG",4.067680570362473,0.0735930735930736,68.13910914179104,66.16017316017316,"black"
"aa7.JPG",3.5984848484848486,1.5151515151515151,70,70,"black"
"aaa1.JPG",0.4045180722891566,3.238095238095238,74.55030120481926,87.42857142857143,"black"
"aaa2.JPG",4.354703247480403,1.7142857142857142,81.83510638297872,87.8095238095238,"black"
"aaa4.JPG",0.13530079039812645,1.593073593073593,83.94092139929742,91.1038961038961,"black"
"aaa3.JPG",3.9846366626794256,4.009740259740259,81.03487589712918,91.29870129870129,"black"
"aaa5.JPG",0.8217042755344418,0.09740259740259741,81.8478325415677,90,"black"
"aaa6.JPG",0.9189655172413793,0.551948051948052,93.60862068965517,101.99999999999999,"black"
"aaa7.JPG",1.080158264947245,0.3939393939393939,83.30759085580304,90.31060606060605,"white"
"aaa8.JPG",5.2544852941176465,0.4329004329004329,83.72507352941176,88.74458874458875,"black"
"aaa9.JPG",2.8787048969072164,4.220779220779221,83.30653994845362,95.45454545454545,"white"
"b1.JPG",1.1236134812286689,1.0032467532467533,97.22827787258248,98.54112554112554,"black"
"b2.JPG",2.257519315673289,1.2142857142857142,98.61513520971302,100.45454545454544,"black"
"b3.JPG",1.2890625,1.672077922077922,96.61000844594595,100.99350649350649,"black"
"b7.JPG",2.309103260869565,1.6558441558441557,99,101.22727272727272,"black"
"b4.JPG",1.2708984375,2.4761904761904763,98.3583984375,101.86147186147187,"black"
"b8.JPG",1.476719447544643,1.7316017316017316,95.12069266183036,99.45887445887445,"black"
"b6.JPG",1.3526785714285714,2.6136363636363638,98.71713301462316,103.86363636363636,"black"
"b9.JPG",0.512176724137931,3.00974025974026,94.72482040229886,100.32467532467533,"black"
"bb2.JPG",5.657118055555555,3.1655844155844157,70.12720352564104,71.67207792207793,"black"
"bb1.JPG",0.9208333333333334,1.844155844155844,65.84738700564972,67.77272727272727,"black"
"bb3.JPG",4.208333333333333,3.9166666666666665,67.20833333333333,71.91666666666667,"black"
"bb4.JPG",1.9557148737650933,1.1688311688311688,65.47382683863886,69.03896103896105,"white"
"bb6.JPG",1.0227272727272727,1.7424242424242424,65.03787878787878,67.72727272727273,"white"
"bb9.JPG",0.6804103957636566,0.7467532467532467,64.54328664994425,68.85064935064935,"white"
"bb5.JPG",0.8708891595615103,2.6493506493506493,63.85749086479902,69.50649350649351,"white"
"bb8.JPG",2.881493506493506,0.30735930735930733,65.89015151515152,67.15800865800865,"white"
"bb7.JPG",2.0872607308584685,2.75974025974026,68.02693590487239,71.1038961038961,"white"
"bbb1.JPG",5.233390607101947,2.856060606060606,82.26890034364261,88.63636363636364,"white"
"bbb3.JPG",2.0454545454545454,0.4545454545454546,76.86363636363637,80.9090909090909,"white"
"bbb2.JPG",4.285714285714286,3.0476190476190474,76.0952380952381,82.66666666666667,"black"
"bbb4.JPG",3.6186778554070473,5.147186147186147,69.25658794046173,79.51515151515152,"white"
"bbb5.JPG",3.3808895659928657,0.5064935064935066,70.8351107312723,76.98701298701299,"white"
"bbb6.JPG",2.58875,0.6753246753246753,70.31319444444445,77.83116883116882,"white"
"bbb8.JPG",1.462859762979684,0.15800865800865802,66.72245344243794,71.73593073593074,"white"
"bbb7.JPG",5.167753067484663,0.6439393939393939,75,81.78030303030302,"black"
"bbb9.JPG",5.733173076923077,1.1255411255411254,86.4735576923077,76.45021645021644,"white"
